'COA','Fiscal Year','Index','Fund','Organization','Account','Program','Activity','Location','Period','Commit Type',,,,
720515,910010,600,8/1/2023 8:46,PORD,P0901378,Blue Hill Capital Partners LLC,U,970120,,,8/1/2023 8:45,ENC,5695,+
720515,910010,600,8/1/2023 8:46,PORD,P0901378,Blue Hill Capital Partners LLC,U,970120,,,8/1/2023 8:45,ENC,7310,+
720515,910010,600,7/17/2023 15:43,E090,RENC2308,ENCUMBRANCE ROLL,U,970120,,,7/1/2023 23:59,ENC,0,+
720515,910010,600,7/17/2023 15:43,E090,RENC2308,ENCUMBRANCE ROLL,U,970120,,,7/1/2023 23:59,ENC,0,+
720515,910010,600,7/17/2023 15:43,E090,RENC2308,ENCUMBRANCE ROLL,U,970120,,,7/1/2023 23:59,ENC,0,+
720515,910010,600,7/17/2023 15:43,E090,RENC2308,ENCUMBRANCE ROLL,U,970120,,,7/1/2023 23:59,ENC,0,+
720515,910010,600,7/17/2023 15:43,E090,RENC2308,ENCUMBRANCE ROLL,U,970120,,,7/1/2023 23:59,ENC,0,+
720515,910010,600,7/17/2023 15:43,E090,RENC2308,ENCUMBRANCE ROLL,U,970120,,,7/1/2023 23:59,ENC,0,+
720515,910010,600,7/17/2023 15:43,E090,RENC2308,ENCUMBRANCE ROLL,U,970120,,,7/1/2023 23:59,ENC,0,+
720515,910010,600,7/17/2023 15:43,E090,RENC2308,ENCUMBRANCE ROLL,U,970120,,,7/1/2023 23:59,ENC,0,+
720515,910010,600,7/17/2023 15:43,E090,RENC2308,ENCUMBRANCE ROLL,U,970120,,,7/1/2023 23:59,ENC,0,+
720515,910010,600,7/17/2023 15:43,E090,RENC2308,ENCUMBRANCE ROLL,U,970120,,,7/1/2023 23:59,ENC,0,+
720515,910010,600,7/17/2023 15:43,E090,RENC2308,ENCUMBRANCE ROLL,U,970120,,,7/1/2023 23:59,ENC,0.01,+
720515,910010,600,7/17/2023 15:43,E090,RENC2308,ENCUMBRANCE ROLL,U,970120,,,7/1/2023 23:59,ENC,23640,+
720515,910010,600,7/14/2023 16:39,DNEC,!0521716,Blackbaud,U,970120,,,7/14/2023 16:39,YTD,0,+
720515,910010,600,7/14/2023 16:39,DNEC,!0521716,Blackbaud,U,970120,,,7/14/2023 16:39,YTD,0,+
720516,910010,600,1/31/2024 22:02,POBC,*0136244,Batch Close PO P0907794,U,970120,,,1/31/2024 0:00,ENC,0,-
720516,910010,600,1/31/2024 16:38,INEI,I0742292,ClickUp,U,970120,,,1/31/2024 16:31,ENC,-15120,-
720516,910010,600,1/31/2024 16:38,INEI,I0742292,ClickUp,U,970120,,,1/31/2024 16:31,YTD,15120,+
720516,910010,600,1/25/2024 8:32,PORD,P0907794,ClickUp,U,970120,,,1/25/2024 8:31,ENC,15120,+
720516,910010,600,1/19/2024 22:02,POBC,*0135940,Batch Close PO P0906360,U,970120,,,1/19/2024 0:00,ENC,-78,-
720516,910010,600,1/19/2024 10:44,INEI,I0740983,PBI Research Services LLC,U,970120,,,1/19/2024 10:36,ENC,-2522,-
720516,910010,600,1/19/2024 10:44,INEI,I0740983,PBI Research Services LLC,U,970120,,,1/19/2024 10:36,YTD,2522,+
720516,910010,600,1/3/2024 22:01,POBC,*0135663,Batch Close PO P0906994,U,970120,WDA002,,1/3/2024 0:00,ENC,0,-
720516,910010,600,1/3/2024 16:10,INEI,I0739864,Impact Ventures LLC,U,970120,WDA002,,1/3/2024 16:03,ENC,-2000,-
720516,910010,600,1/3/2024 16:10,INEI,I0739864,Impact Ventures LLC,U,970120,WDA002,,1/3/2024 16:03,YTD,2000,+
720516,910010,600,1/2/2024 9:28,PORD,P0906994,Impact Ventures LLC,U,970120,WDA002,,1/2/2024 9:27,ENC,2000,+
720516,910010,600,12/8/2023 9:14,PORD,P0906360,PBI Research Services LLC,U,970120,,,12/8/2023 9:12,ENC,2600,+
720516,910010,600,11/30/2023 10:41,PORD,P0905859,Anthology,U,970120,WDA001,,11/30/2023 10:39,ENC,26385.52,+
720516,910010,600,10/11/2023 22:00,POBC,*0133369,Batch Close PO P0903855,U,970120,WDA001,,10/11/2023 0:00,ENC,0,-
720516,910010,600,10/11/2023 22:00,POBC,*0133369,Batch Close PO P0903855,U,970120,WDA001,,10/11/2023 0:00,ENC,0,-
720516,910010,600,10/11/2023 8:30,INEI,I0732153,Peoplegrove,U,970120,WDA001,,10/6/2023 23:59,ENC,-9155.97,-
720516,910010,600,10/11/2023 8:30,INEI,I0732153,Peoplegrove,U,970120,WDA001,,10/6/2023 23:59,ENC,-9000,-
720516,910010,600,10/11/2023 8:30,INEI,I0732153,Peoplegrove,U,970120,WDA001,,10/6/2023 23:59,YTD,9000,+
720516,910010,600,10/11/2023 8:30,INEI,I0732153,Peoplegrove,U,970120,WDA001,,10/6/2023 23:59,YTD,9155.97,+
720516,910010,600,10/6/2023 22:00,POBC,*0133250,Batch Close PO P0903242,U,970120,,,10/6/2023 0:00,ENC,0,-
720516,910010,600,10/6/2023 12:51,INEI,I0730487,Blue Hill Capital Partners LLC,U,970120,,,9/19/2023 23:59,ENC,-3770,-
720516,910010,600,10/6/2023 12:51,INEI,I0730487,Blue Hill Capital Partners LLC,U,970120,,,9/19/2023 23:59,YTD,3770,+
720516,910010,600,10/5/2023 14:18,PORD,P0903855,Peoplegrove,U,970120,WDA001,,10/5/2023 14:17,ENC,9000,+
720516,910010,600,10/5/2023 14:18,PORD,P0903855,Peoplegrove,U,970120,WDA001,,10/5/2023 14:17,ENC,9155.97,+
720516,910010,600,9/18/2023 8:50,PORD,P0903242,Blue Hill Capital Partners LLC,U,970120,,,9/18/2023 8:50,ENC,3770,+
720516,910010,600,8/31/2023 9:11,INEI,I0725653,IntellectSpace Corporation,U,970120,,,7/19/2023 23:59,ENC,-12403,-
720516,910010,600,8/31/2023 9:11,INEI,I0725653,IntellectSpace Corporation,U,970120,,,7/19/2023 23:59,YTD,12403,+
720516,910010,600,7/21/2023 22:01,POBC,*0131436,Batch Close PO P0901108,U,970120,,,7/21/2023 0:00,ENC,0,-
720516,910010,600,7/21/2023 22:01,POBC,*0131436,Batch Close PO P0901108,U,970120,,,7/21/2023 0:00,ENC,0,-
720516,910010,600,7/21/2023 15:51,INEI,I0726024,Pairsoft,U,970120,,,7/21/2023 15:45,ENC,-4415.05,-
720516,910010,600,7/21/2023 15:51,INEI,I0726024,Pairsoft,U,970120,,,7/21/2023 15:45,ENC,-400,-
720516,910010,600,7/21/2023 15:51,INEI,I0726024,Pairsoft,U,970120,,,7/21/2023 15:45,YTD,400,+
720516,910010,600,7/21/2023 15:51,INEI,I0726024,Pairsoft,U,970120,,,7/21/2023 15:45,YTD,4415.05,+
720516,910010,600,7/21/2023 13:54,PORD,P0901108,Pairsoft,U,970120,,,7/21/2023 13:53,ENC,400,+
720516,910010,600,7/21/2023 13:54,PORD,P0901108,Pairsoft,U,970120,,,7/21/2023 13:53,ENC,4415.05,+
720516,910010,600,7/17/2023 15:43,E090,RENC2308,ENCUMBRANCE ROLL,U,970120,,,7/1/2023 23:59,ENC,1597,+
720516,910010,600,7/17/2023 15:43,E090,RENC2308,ENCUMBRANCE ROLL,U,970120,,,7/1/2023 23:59,ENC,3827,+
720516,910010,600,7/17/2023 15:43,E090,RENC2308,ENCUMBRANCE ROLL,U,970120,,,7/1/2023 23:59,ENC,12403,+
720544,910010,600,1/29/2024 22:02,JEPC,FZ054320,5045 11/01/23 ACCUDATA INTEGRATED M,U,970120,,,1/29/2024 22:02,YTD,922.92,+
720556,910010,600,2/15/2024 22:03,JEPC,FZ054519,5045 12/12/23 USPS PO 4966310149,U,970120,,,2/15/2024 22:02,YTD,198,+
720556,910010,600,12/6/2023 22:02,JEPC,FZ053782,5045 10/16/23 USPS PO 4966300150,U,970120,,,12/6/2023 22:01,YTD,198,+
720565,910010,600,2/15/2024 22:03,JEPC,FZ054519,5045 12/01/23 ACCUDATA INTEGRATED M,U,970120,,,2/15/2024 22:02,YTD,1127.48,+
720565,910010,600,12/6/2023 22:02,JEPC,FZ053782,5045 10/02/23 ACCUDATA INTEGRATED M,U,970120,,,12/6/2023 22:01,YTD,1698.53,+
720565,910010,600,10/24/2023 22:04,JEPC,FZ053316,5045 09/01/23 ACCUDATA INTEGRATED M,U,970120,,,10/24/2023 22:02,YTD,1821.44,+
720565,910010,600,9/11/2023 22:02,JEPC,FZ052821,5045 08/01/23 ACCUDATA INTEGRATED M,U,970120,,,9/11/2023 22:02,YTD,2406.24,+
720565,910010,600,8/28/2023 22:02,JEPC,FZ052686,5045 07/03/23 ACCUDATA INTEGRATED M,U,970120,,,8/28/2023 22:01,YTD,551.97,+
720720,910010,600,1/29/2024 22:02,JEPC,FZ054320,5045 11/09/23 AMZN MKTP US*0G8I84QF,U,970120,,,1/29/2024 22:02,YTD,199.99,+
